"Title","Experiment or Case ID","Source (Names of the people who generated the data)","Keywords (Words describing experiment)","Compiled By (Names of the people who compiled the data at DataHub)","Compiled On (Date when the dataset was compiled at DataHub)","Contributor","Checked/Feedback by","Author","Vetting Status","Reference","Specimen Label","Units","Wall Height (mm)","Wall Length (mm)","Aspect Ratio","Wall Width (mm)","Ag (mm^2)","Number of Stories","Web Thickness (mm)","Flange Thickness (mm)","Shape of Section","S1 (mm)","S2 (mm)","S3 (mm)","S4 (mm)","Cross-Sectional Dimensions","Age of Concrete (days)","Type of Concrete","Concrete Compressive Strength (MPa)","Type of Coupon","Type of Reinforcement Layout","Reinforcement Depths and Areas of Vertical Bars (mm, mm^2)","Yield Stresses of Vertical Bars (MPa)","Ultimate Stresses of Vertical Bars (MPa)","Fracture Strains of Vertical Bars","Yield Stresses of Horizontal Reinforcement (MPa)","Ultimate Stresses of Horizontal Reinforcement (MPa)","Fracture Strains of Horizontal Reinforcement","Yield Stress of Confinement Reinforcement (MPa)","Ultimate Stress of Confinement Reinforcement (MPa)","Fracture Strain of Confinement Reinforcement","Clear Cover of Flanges (mm)","Clear Cover in Webs (mm)","Clear Cover in Confined Region (mm)","Maximum s/db","Lap Splice Lengths","Flange Vertical Reinforcement Ratio","Web Vertical Reinforcement Ratio","Boundary Region Vertical Reinforcement Ratio","Flange Horizontal Reinforcement Ratio","Web Horizontal Reinforcement Ratio","Boundary Region (Volume) Horizontal Reinforcement Ratio","Height of Confined Regions (mm)","Type of Loading","Directionality","Loading Protocol","Loading Points","Height to Loading Points (mm)","Axial Load, P (N)","P-Delta Case","P-Delta Correction","Moment Applied at the top of the Wall (kN-m)","Shear Damage","Out-of-Plane Buckling","Drift at Spalling (mm)","Depths/Coordinates of Buckled Bars (mm)","Drift at Bar Buckling (mm)","Depths/Coordinates of Fractured Bars (mm)","Drift at Bar Fracture (mm)","Drift at Web Crushing (mm)","Maximum Base Shear Vmax (N)","Drift at Maximum Base Shear (mm)","Drift at Yield (mm)","Load-Deflection Curves","Drift Capacity (mm)","Initial Stiffness (N/mm)","Comments",
"""type"":""text_large"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":""text_large"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":""text_small"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":""text_large"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""text_large"",""align"":""left""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":false,""align"":""left""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":false,""align"":""left""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""text_small"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""text_small"",""align"":""left""","""type"":""text_small"",""align"":""left""","""type"":""int"",""align"":""right""","""type"":false,""align"":""left""","""type"":""float"",""align"":""right""","""type"":false,""align"":""left""","""type"":""float"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""float"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":false,""align"":""left""","""type"":""int"",""align"":""right""","""type"":""int"",""align"":""right""","""type"":""text_large"",""align"":""left"""
DATASTART
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW11","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW11","SI","825","750","1.1","70","52500","1","70","","R","750","70","","","","","N","52.3","E","","","470","565","","520","610","","420","490","","","","","","","","0.024","0.031","","0.011","0.012","750","1","U","M","1","825","0","","","0","N","N","","","","","","","260000","8","5","","0","65000","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW12","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW12","SI","825","750","1.1","70","52500","1","70","","R","750","70","","","","","N","53.6","E","","","470","565","","520","610","","420","490","","","","","","","","0.024","0.031","","0.011","0.012","750","1","U","M","1","825","230000","Case IV","","0","N","N","","","","","","","340000","9","6","","0","113333","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW13","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW13","SI","825","750","1.1","70","52500","1","70","","R","750","70","","","","","N","40.6","E","","","470","565","","520","610","","420","490","","","","","","","","0.024","0.031","","0.011","0.012","750","1","U","M","1","825","355000","Case IV","","0","N","N","","","","","","","330000","10","5","","0","82500","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW14","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW14","SI","825","750","1.1","70","52500","1","70","","R","750","70","","","","","N","42.1","E","","","470","565","","520","610","","420","490","","","","","","","","0.024","0.031","","0.011","0.012","750","1","U","M","1","825","0","","","0","N","N","","","","","","","265000","10","6","","0","66250","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW15","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW15","SI","825","750","1.1","70","52500","1","70","","R","750","70","","","","","N","43.3","E","","","470","565","","520","610","","420","490","","","","","","","","0.024","0.031","","0.011","0.012","750","1","U","M","1","825","185000","Case IV","","0","N","N","","","","","","","320000","9","6","","0","106667","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW16","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW16","SI","825","750","1.1","70","52500","1","70","","R","750","70","","","","","N","51.7","E","","","470","565","","520","610","","420","490","","","","","","","","0.024","0.031","","0.011","0.012","750","1","U","M","1","825","460000","Case IV","","0","N","N","","","","","","","355000","7","4","","0","177500","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW17","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW17","SI","825","750","1.1","70","52500","1","70","","R","750","70","","","","","N","48.3","E","","","470","565","","520","610","","420","490","","","","","","","","0.024","0.031","","0.0037","0.012","750","1","U","M","1","825","0","","","0","N","N","","","","","","","247000","11","5","","0","61800","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
"Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism","SW21","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N","Reinforced Concrete, Structural Walls, Strength, Deformation","A.Puranam, C.Sim, C.Song, Y.Wang","2015-03-20","Cheng Song/Ying Wang (song74@purdue.edu/wang763@purdue.edu)","Josh Folk & Mitchel Jones","Lefas et al. (1990a)","1","Lefas, I. D., Kotsovos, M. D. and Ambraseys, N. N, ""Behavior of Reinforced Concrete Structural Walls: Strength, Deformation Characteristics, and Failure Mechanism,"" ACI Structural Journal, V. 87, No. 1, January-February 1990, pp. 23-31.","SW21","SI","1375","650","2.1","65","42250","1","65","","R","650","65","","","","","N","42.8","E","","","470","565","","520","610","","420","490","","","","","","","","0.025","0.033","","0.008","0.009","1300","1","U","M","1","1375","0","","","0","N","N","","","","","","","127000","22","11","","0","15875","1. Concrete type was not specifically reported. Unless otherwise stated, concrete type was considered as normal weight./",
